Date,Open,High,Low,Close,Adj Close,Volume
19/01/2018,7701,7731.799805,7694.700195,7730.799805,7730.799805,795594100
22/01/2018,7730.799805,7739.399902,7703.700195,7715.399902,7715.399902,730171300
23/01/2018,7715.399902,7745.200195,7710,7731.799805,7731.799805,742420200
24/01/2018,7731.799805,7732,7643.399902,7643.399902,7643.399902,746643300
25/01/2018,7643.399902,7662.399902,7608.5,7615.799805,7615.799805,713251600
26/01/2018,7615.799805,7667.399902,7615.799805,7665.5,7665.5,713831300
29/01/2018,7665.5,7689.200195,7663.899902,7671.5,7671.5,612924000
30/01/2018,7671.5,7671.700195,7587.100098,7588,7588,798999000
31/01/2018,7588,7599,7521.799805,7533.600098,7533.600098,880751700
01/02/2018,7533.600098,7554.700195,7476.5,7490.399902,7490.399902,872509100
02/02/2018,7490.399902,7494.799805,7432.299805,7443.399902,7443.399902,871574000
05/02/2018,7443.399902,7443.399902,7334.799805,7335,7335,888994600
06/02/2018,7335,7335,7079.399902,7141.399902,7141.399902,1354591000
07/02/2018,7141.399902,7311.5,7141.399902,7279.399902,7279.399902,1027400300
08/02/2018,7279.399902,7279.399902,7161.299805,7170.700195,7170.700195,973611300
09/02/2018,7170.700195,7170.700195,7073,7092.399902,7092.399902,927291900
12/02/2018,7092.399902,7199.899902,7092.399902,7177.100098,7177.100098,718740600
13/02/2018,7177.100098,7203,7165.799805,7168,7168,718988800
14/02/2018,7168,7243.200195,7145.700195,7214,7214,940537000
15/02/2018,7214,7268,7206.700195,7234.799805,7234.799805,747830200
16/02/2018,7234.799805,7308,7234.799805,7294.700195,7294.700195,651756200
19/02/2018,7294.700195,7306.200195,7240,7247.700195,7247.700195,511199000
20/02/2018,7247.700195,7264.799805,7202.100098,7246.799805,7246.799805,679057900
21/02/2018,7246.799805,7291.799805,7220.600098,7281.600098,7281.600098,902872700
22/02/2018,7281.600098,7281.600098,7187.799805,7252.399902,7252.399902,926221400
23/02/2018,7252.399902,7262.100098,7220.799805,7244.399902,7244.399902,674864300
26/02/2018,7244.399902,7313,7244.299805,7289.600098,7289.600098,585774600
27/02/2018,7289.600098,7326,7272.899902,7282.5,7282.5,718147000
28/02/2018,7282.5,7293.399902,7231.899902,7231.899902,7231.899902,919954800
01/03/2018,7231.899902,7231.899902,7153.399902,7175.600098,7175.600098,859756500
02/03/2018,7175.600098,7175.600098,7063.399902,7069.899902,7069.899902,910442200
05/03/2018,7069.899902,7119.200195,7062.100098,7116,7116,941867700
06/03/2018,7116,7197.799805,7115.600098,7146.799805,7146.799805,786141900
07/03/2018,7146.799805,7180.700195,7109.600098,7157.799805,7157.799805,862383600
08/03/2018,7157.799805,7212.100098,7145.700195,7203.200195,7203.200195,712676800
09/03/2018,7203.200195,7225.299805,7189.700195,7224.5,7224.5,651119000
12/03/2018,7224.5,7254.899902,7198.200195,7214.799805,7214.799805,613077900
13/03/2018,7214.799805,7224.100098,7125.600098,7138.799805,7138.799805,766738500
14/03/2018,7138.799805,7176.5,7122.799805,7132.700195,7132.700195,752181500
15/03/2018,7132.700195,7162.600098,7127.100098,7139.799805,7139.799805,808062300
16/03/2018,7139.799805,7187.299805,7131.299805,7164.100098,7164.100098,1380663300
19/03/2018,7164.100098,7164.200195,7034.899902,7042.899902,7042.899902,728214400
20/03/2018,7042.899902,7081.5,7042.600098,7061.299805,7061.299805,742142200
21/03/2018,7061.299805,7065.700195,7016.799805,7039,7039,762202300
22/03/2018,7039,7039,6914.5,6952.600098,6952.600098,861231600
23/03/2018,6952.600098,6952.799805,6877,6921.899902,6921.899902,879273700
26/03/2018,6921.899902,6958.5,6866.899902,6888.700195,6888.700195,765318100
27/03/2018,6888.700195,7042.399902,6888.700195,7000.100098,7000.100098,690975500
28/03/2018,7000.100098,7044.700195,6923.299805,7044.700195,7044.700195,763193100
29/03/2018,7044.700195,7109.899902,7042.700195,7056.600098,7056.600098,876227900
03/04/2018,7056.600098,7065,6996.799805,7030.5,7030.5,790532700
04/04/2018,7030.5,7046.299805,6971.799805,7034,7034,794337900
05/04/2018,7034,7199.5,7034,7199.5,7199.5,794899100
06/04/2018,7199.5,7214,7163.100098,7183.600098,7183.600098,656250500
09/04/2018,7183.600098,7209.700195,7145.600098,7194.799805,7194.799805,671088200
10/04/2018,7194.799805,7266.799805,7194.799805,7266.799805,7266.799805,755081700
11/04/2018,7266.799805,7270.299805,7243.299805,7257.100098,7257.100098,766200800
12/04/2018,7257.100098,7266.600098,7240.799805,7258.299805,7258.299805,666773400
13/04/2018,7258.299805,7275,7249.100098,7264.600098,7264.600098,662868400
16/04/2018,7264.600098,7265.799805,7195.5,7198.200195,7198.200195,862881700
17/04/2018,7198.200195,7240.399902,7189.899902,7226.100098,7226.100098,714046100
18/04/2018,7226.100098,7325.600098,7226.100098,7317.299805,7317.299805,877056200
19/04/2018,7317.299805,7340.700195,7309.399902,7328.899902,7328.899902,788416300
20/04/2018,7328.899902,7368.200195,7323.299805,7368.200195,7368.200195,769512800
23/04/2018,7368.200195,7404.100098,7359.700195,7398.899902,7398.899902,777571800
24/04/2018,7398.899902,7439.600098,7397.299805,7425.399902,7425.399902,836399400
25/04/2018,7425.399902,7427.100098,7334.600098,7379.299805,7379.299805,879795200
26/04/2018,7379.299805,7421.399902,7355,7421.399902,7421.399902,814899700
27/04/2018,7421.399902,7507.100098,7421.299805,7502.200195,7502.200195,750485000
30/04/2018,7502.200195,7546.200195,7497.100098,7509.299805,7509.299805,991178200
01/05/2018,7509.299805,7549.100098,7506.600098,7520.399902,7520.399902,567569600
02/05/2018,7520.399902,7573,7519.600098,7543.200195,7543.200195,829699300
03/05/2018,7543.200195,7555.200195,7492.399902,7502.700195,7502.700195,723643100
04/05/2018,7502.700195,7570.200195,7502.700195,7567.100098,7567.100098,880646600
08/05/2018,7567.100098,7598.5,7550.399902,7565.799805,7565.799805,876829900
09/05/2018,7565.799805,7662.5,7565.799805,7662.5,7662.5,891351200
10/05/2018,7662.5,7706.899902,7631.600098,7701,7701,878774100
11/05/2018,7701,7728.899902,7691.700195,7724.600098,7724.600098,731924200
14/05/2018,7724.600098,7728,7688.600098,7711,7711,749899600
15/05/2018,7711,7752,7687.5,7723,7723,1027698700
16/05/2018,7723,7745.5,7717.799805,7734.200195,7734.200195,933498300
17/05/2018,7734.200195,7788.200195,7713.899902,7788,7788,781296600
18/05/2018,7788,7791.399902,7753.299805,7778.799805,7778.799805,899946200
21/05/2018,7778.799805,7868.100098,7778.100098,7859.200195,7859.200195,691927400
22/05/2018,7859.200195,7903.5,7854.600098,7877.5,7877.5,807636300
23/05/2018,7877.5,7877.5,7765.299805,7788.399902,7788.399902,918822700
24/05/2018,7788.399902,7803.5,7716.700195,7716.700195,7716.700195,890463600
25/05/2018,7716.700195,7753.299805,7703.299805,7730.299805,7730.299805,844360200
29/05/2018,7730.299805,7730.299805,7610.700195,7632.600098,7632.600098,1288493000
30/05/2018,7632.600098,7689.600098,7618.100098,7689.600098,7689.600098,923820700
31/05/2018,7689.600098,7727.5,7651.100098,7678.200195,7678.200195,1549063100
01/06/2018,7678.200195,7746.700195,7678.200195,7701.799805,7701.799805,783469400
04/06/2018,7701.799805,7772.100098,7701.700195,7741.299805,7741.299805,722966000
05/06/2018,7741.299805,7744.5,7686.600098,7686.799805,7686.799805,933666200
06/06/2018,7686.799805,7730.5,7671.600098,7712.399902,7712.399902,884617800
07/06/2018,7712.399902,7756.700195,7698.200195,7704.399902,7704.399902,1056744900
08/06/2018,7704.399902,7714.299805,7637.5,7681.100098,7681.100098,755489900
11/06/2018,7681.100098,7756,7681.100098,7737.399902,7737.399902,736070400
12/06/2018,7737.399902,7762.799805,7701.299805,7703.799805,7703.799805,773837800
13/06/2018,7703.799805,7746.700195,7677.200195,7703.700195,7703.700195,852427100
14/06/2018,7703.700195,7793.5,7650.200195,7765.799805,7765.799805,1119081700
15/06/2018,7765.799805,7781,7633.899902,7633.899902,7633.899902,1711560200
18/06/2018,7633.899902,7645.5,7601.600098,7631.299805,7631.299805,664167900
19/06/2018,7631.299805,7631.299805,7548.799805,7603.899902,7603.899902,897872000
20/06/2018,7603.899902,7705.200195,7603.899902,7627.399902,7627.399902,844000100
21/06/2018,7627.399902,7670.799805,7548.100098,7556.399902,7556.399902,777562300
22/06/2018,7556.399902,7689.399902,7556.200195,7682.299805,7682.299805,716273100
25/06/2018,7682.299805,7682.299805,7508.299805,7509.799805,7509.799805,791358000
26/06/2018,7509.799805,7564.100098,7509.799805,7537.899902,7537.899902,1088107300
27/06/2018,7537.899902,7633.899902,7512,7621.700195,7621.700195,1643638600
28/06/2018,7621.700195,7632.200195,7576,7615.600098,7615.600098,790762300
29/06/2018,7615.600098,7706.600098,7615.600098,7636.899902,7636.899902,898931000
02/07/2018,7636.899902,7636.899902,7540.700195,7547.899902,7547.899902,778437000
03/07/2018,7547.899902,7632.100098,7545,7593.299805,7593.299805,1015952400
04/07/2018,7593.299805,7593.299805,7560.799805,7573.100098,7573.100098,574163100
05/07/2018,7573.100098,7624.799805,7572.700195,7603.200195,7603.200195,614456600
06/07/2018,7603.200195,7631.200195,7569.700195,7617.700195,7617.700195,663475300
09/07/2018,7617.700195,7697.5,7617.700195,7688,7688,676761100
10/07/2018,7688,7715.100098,7677.100098,7692,7692,701511200
11/07/2018,7692,7692,7578.200195,7592,7592,793208100
12/07/2018,7592,7663,7592,7651.299805,7651.299805,746183900
13/07/2018,7651.299805,7716.200195,7651.299805,7661.899902,7661.899902,574401200
16/07/2018,7661.899902,7667.700195,7565,7600.5,7600.5,591161000
17/07/2018,7600.5,7641.100098,7581.799805,7626.299805,7626.299805,724367500
18/07/2018,7626.299805,7685.700195,7625.799805,7676.299805,7676.299805,651377100
19/07/2018,7676.299805,7702.899902,7660,7684,7684,695398600
20/07/2018,7684,7705.799805,7631.700195,7678.799805,7678.799805,685061200
23/07/2018,7678.799805,7678.799805,7621.799805,7655.799805,7655.799805,573514400
24/07/2018,7655.799805,7740.600098,7648.600098,7709.100098,7709.100098,852532800
25/07/2018,7709.100098,7710.299805,7640.600098,7658.299805,7658.299805,677528100
26/07/2018,7658.299805,7684.700195,7640.899902,7663.200195,7663.200195,588851200
27/07/2018,7663.200195,7717.200195,7663.200195,7701.299805,7701.299805,765238000
30/07/2018,7701.299805,7718.100098,7659.899902,7700.899902,7700.899902,732990700
31/07/2018,7700.899902,7782.899902,7695.799805,7748.799805,7748.799805,915075400
01/08/2018,7748.799805,7751.100098,7634.700195,7652.899902,7652.899902,975009600
02/08/2018,7652.899902,7652.899902,7549.299805,7575.899902,7575.899902,1006803400
03/08/2018,7575.899902,7665.200195,7575.899902,7659.100098,7659.100098,649947700
06/08/2018,7659.100098,7681.899902,7636.600098,7663.799805,7663.799805,813731500
07/08/2018,7663.799805,7752.100098,7663.200195,7718.5,7718.5,675716300
08/08/2018,7718.5,7790.200195,7707.299805,7776.700195,7776.700195,604063500
09/08/2018,7776.700195,7776.799805,7714.5,7741.799805,7741.799805,565689200
10/08/2018,7741.799805,7741.799805,7657.700195,7667,7667,664153400
13/08/2018,7667,7667.299805,7614.5,7642.5,7642.5,595242100
14/08/2018,7642.5,7665.200195,7599.700195,7611.600098,7611.600098,763645300
15/08/2018,7611.600098,7632.100098,7477.100098,7497.899902,7497.899902,967014400
16/08/2018,7497.899902,7565.200195,7497.899902,7556.399902,7556.399902,771423800
17/08/2018,7556.399902,7577.700195,7514.299805,7558.600098,7558.600098,602739600
20/08/2018,7558.600098,7616.200195,7558.600098,7591.299805,7591.299805,559541000
21/08/2018,7591.299805,7601.700195,7557.299805,7565.700195,7565.700195,543548500
22/08/2018,7565.700195,7607.200195,7531.200195,7574.200195,7574.200195,611259200
23/08/2018,7574.200195,7602.100098,7560.899902,7563.200195,7563.200195,574932100
24/08/2018,7563.200195,7587.200195,7557.700195,7577.5,7577.5,507869800
28/08/2018,7577.5,7636.700195,7577.5,7617.200195,7617.200195,585715100
29/08/2018,7617.200195,7635.700195,7545.100098,7563.200195,7563.200195,688677800
30/08/2018,7563.200195,7563.200195,7497.5,7516,7516,623166000
31/08/2018,7516,7516.5,7428.700195,7432.399902,7432.399902,812932000
03/09/2018,7432.399902,7516.100098,7432.200195,7504.600098,7504.600098,455166900
04/09/2018,7504.600098,7535.100098,7437.700195,7457.899902,7457.899902,652803100
05/09/2018,7457.899902,7457.899902,7358,7383.299805,7383.299805,769494800
06/09/2018,7383.299805,7397.700195,7313.100098,7319,7319,723693100
07/09/2018,7319,7328.299805,7227.100098,7277.700195,7277.700195,863004900
10/09/2018,7277.700195,7307.899902,7256.5,7279.299805,7279.299805,696321800
11/09/2018,7279.299805,7280.5,7220.5,7273.5,7273.5,644115800
12/09/2018,7273.5,7325.299805,7250.799805,7313.399902,7313.399902,677165600
13/09/2018,7313.399902,7319.600098,7275.100098,7281.600098,7281.600098,660719700
14/09/2018,7281.600098,7323.799805,7281.600098,7304,7304,577288900
17/09/2018,7304,7318.799805,7267.799805,7302.100098,7302.100098,620997300
18/09/2018,7302.100098,7320.100098,7282,7300.200195,7300.200195,700366200
19/09/2018,7300.200195,7346.100098,7279.899902,7331.100098,7331.100098,762448100
20/09/2018,7331.100098,7368.399902,7324,7367.299805,7367.299805,864910500
21/09/2018,7367.299805,7495.299805,7367.299805,7490.200195,7490.200195,1504423700
24/09/2018,7490.200195,7491.299805,7450.5,7458.399902,7458.399902,689612600
25/09/2018,7458.399902,7515.899902,7455.200195,7507.600098,7507.600098,767955100
26/09/2018,7507.600098,7522.100098,7490.200195,7511.5,7511.5,672358800
27/09/2018,7511.5,7552,7490.899902,7545.399902,7545.399902,646428000
28/09/2018,7545.399902,7548.399902,7474.700195,7510.200195,7510.200195,915815000
01/10/2018,7510.200195,7526.200195,7466.700195,7495.700195,7495.700195,728276800
